Member_number,Date,productId,items,productName,price,Category,Gross_sales,OrderID
2486,2015-11-25,18,3,yogurt,2.2,Dairy,6.6000000000000005,5532
4790,2015-08-15,44,2,newspapers,3.2,Specialty & Seasonal,6.4,14217
1730,2015-09-19,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2663
4724,2015-02-12,2,2,whole milk,1.8,Dairy,3.6,13967
4951,2015-01-09,2,2,whole milk,1.8,Dairy,3.6,14802
1341,2015-10-30,26,3,berries,10.8,Fresh Food,32.400000000000006,1243
4519,2015-09-02,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,13155
2914,2015-04-01,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,7131
3916,2015-10-04,7,2,citrus fruit,1.5,Fresh Food,3.0,10879
4145,2015-04-11,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11702
3657,2015-01-27,69,1,domestic eggs,1.25,Fresh Food,1.25,9890
2546,2015-05-07,123,1,mustard,5.2,Pantry Staples,5.2,5753
2738,2015-02-03,22,1,root vegetables,1.8,Fresh Food,1.8,6477
1491,2015-12-30,23,1,pork,7.2,Fresh Food,7.2,1801
3268,2015-04-18,70,2,margarine,3.5,Pantry Staples,7.0,8455
1820,2015-04-07,29,1,ham,15.2,Fresh Food,15.2,3037
1923,2015-12-06,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3442
2968,2015-10-17,71,2,shopping bags,5.12,Household & Hygiene,10.24,7337
4970,2015-08-08,24,3,pastry,3.1,Bakery & Sweets,9.3,14874
4827,2015-10-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,14359
3474,2015-04-07,136,2,dishes,6.8,Specialty & Seasonal,13.6,9176
4417,2015-03-19,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,12785
3061,2015-11-05,69,1,domestic eggs,1.25,Fresh Food,1.25,7679
4364,2015-05-25,11,1,butter,3.2,Dairy,3.2,12592
2887,2015-01-17,2,3,whole milk,1.8,Dairy,5.4,7047
1292,2015-10-24,23,1,pork,7.2,Fresh Food,7.2,1065
1693,2015-12-27,24,2,pastry,3.1,Bakery & Sweets,6.2,2539
2267,2015-01-07,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,4718
2663,2015-09-10,24,2,pastry,3.1,Bakery & Sweets,6.2,6198
1551,2015-06-11,18,1,yogurt,2.2,Dairy,2.2,2012
3421,2015-05-12,18,1,yogurt,2.2,Dairy,2.2,8986
2785,2015-07-12,2,3,whole milk,1.8,Dairy,5.4,6663
4326,2015-05-02,121,2,sweet spreads,5.4,Bakery & Sweets,10.8,12447
2871,2015-12-20,22,3,root vegetables,1.8,Fresh Food,5.4,6991
4969,2015-05-26,17,1,bottled water,0.5,Beverages,0.5,14871
3463,2015-09-24,18,3,yogurt,2.2,Dairy,6.6000000000000005,9129
1504,2015-11-30,2,1,whole milk,1.8,Dairy,1.8,1855
2528,2015-10-19,70,2,margarine,3.5,Pantry Staples,7.0,5691
1959,2015-05-15,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,3581
2479,2015-01-13,44,1,newspapers,3.2,Specialty & Seasonal,3.2,5510
4809,2015-04-13,45,1,curd,9.8,Dairy,9.8,14288
4047,2015-03-06,49,1,beverages,1.1,Beverages,1.1,11335
2781,2015-01-11,18,2,yogurt,2.2,Dairy,4.4,6649
1837,2015-01-03,22,1,root vegetables,1.8,Fresh Food,1.8,3099
3288,2015-04-26,2,2,whole milk,1.8,Dairy,3.6,8516
1152,2015-04-20,36,3,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,561
1641,2015-06-23,74,2,whipped/sour cream,5.5,Dairy,11.0,2354
2685,2015-07-19,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,6273
3599,2015-01-08,7,2,citrus fruit,1.5,Fresh Food,3.0,9691
2114,2015-11-06,2,2,whole milk,1.8,Dairy,3.6,4163
2019,2015-09-08,4,1,other vegetables,0.8,Fresh Food,0.8,3800
4019,2015-03-19,40,2,grapes,9.4,Fresh Food,18.8,11242
3663,2015-06-28,83,1,white bread,0.3,Bakery & Sweets,0.3,9915
3170,2015-12-03,18,1,yogurt,2.2,Dairy,2.2,8089
3537,2015-09-24,45,1,curd,9.8,Dairy,9.8,9436
3918,2015-06-22,8,2,beef,19.5,Fresh Food,39.0,10890
3507,2015-07-22,24,1,pastry,3.1,Bakery & Sweets,3.1,9314
4453,2015-05-22,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,12911
2769,2015-07-31,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6607
4151,2015-11-02,2,2,whole milk,1.8,Dairy,3.6,11726
2291,2015-04-10,101,1,canned fish,2.1,Frozen & Processed Food,2.1,4812
1677,2015-02-21,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2482
1499,2015-03-06,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,1833
2274,2015-01-05,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,4760
2186,2015-04-02,25,2,canned beer,1.1,Beverages,2.2,4423
4437,2015-08-07,100,2,chewing gum,0.5,Specialty & Seasonal,1.0,12854
4856,2015-01-03,15,2,specialty bar,5.2,Bakery & Sweets,10.4,14471
3413,2015-09-23,14,1,chocolate,11.5,Bakery & Sweets,11.5,8961
4741,2015-09-25,2,1,whole milk,1.8,Dairy,1.8,14024
4406,2015-05-27,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,12744
2601,2015-04-30,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,5971
4845,2015-10-12,26,2,berries,10.8,Fresh Food,21.6,14430
3695,2015-07-09,76,2,sliced cheese,4.2,Dairy,8.4,10048
2202,2015-02-28,45,3,curd,9.8,Dairy,29.400000000000002,4478
1027,2015-02-25,32,3,red/blush wine,12.2,Beverages,36.599999999999994,106
1744,2015-09-28,50,1,bottled beer,1.8,Beverages,1.8,2725
4864,2015-12-04,3,2,pip fruit,3.0,Fresh Food,6.0,14507
3730,2015-07-27,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10164
2127,2015-01-01,62,3,pickled vegetables,2.7,Fresh Food,8.100000000000001,4197
2672,2015-11-26,24,3,pastry,3.1,Bakery & Sweets,9.3,6229
1930,2015-02-02,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,3467
3623,2015-05-07,61,1,liquor,8.5,Beverages,8.5,9784
4082,2015-05-01,22,2,root vegetables,1.8,Fresh Food,3.6,11449
4387,2015-07-26,20,1,brown bread,0.8,Bakery & Sweets,0.8,12672
4424,2015-08-22,32,3,red/blush wine,12.2,Beverages,36.599999999999994,12799
3630,2015-07-24,45,3,curd,9.8,Dairy,29.400000000000002,9798
2202,2015-05-28,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,4479
3036,2015-09-18,2,2,whole milk,1.8,Dairy,3.6,7584
4529,2015-05-10,4,1,other vegetables,0.8,Fresh Food,0.8,13202
1968,2015-02-16,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,3615
1511,2015-03-22,71,1,shopping bags,5.12,Household & Hygiene,5.12,1883
1503,2015-08-17,2,1,whole milk,1.8,Dairy,1.8,1850
2091,2015-07-30,66,3,onions,1.3,Fresh Food,3.9000000000000004,4084
1651,2015-02-22,17,1,bottled water,0.5,Beverages,0.5,2388
1553,2015-03-20,123,3,mustard,5.2,Pantry Staples,15.600000000000001,2020
4746,2015-12-09,18,1,yogurt,2.2,Dairy,2.2,14051
2902,2015-06-12,4,1,other vegetables,0.8,Fresh Food,0.8,7084
4205,2015-01-29,74,2,whipped/sour cream,5.5,Dairy,11.0,11940
1508,2015-11-15,25,2,canned beer,1.1,Beverages,2.2,1868
2403,2015-12-01,18,3,yogurt,2.2,Dairy,6.6000000000000005,5229
4705,2015-05-22,25,2,canned beer,1.1,Beverages,2.2,13892
1285,2015-07-21,96,1,hygiene articles,7.5,Household & Hygiene,7.5,1038
4238,2015-12-03,66,3,onions,1.3,Fresh Food,3.9000000000000004,12080
1938,2015-05-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,3506
3402,2015-05-23,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,8921
4031,2015-10-18,38,1,soda,0.8,Beverages,0.8,11279
1739,2015-05-31,38,2,soda,0.8,Beverages,1.6,2702
2104,2015-02-27,65,3,candy,3.6,Bakery & Sweets,10.8,4127
4516,2015-12-07,65,1,candy,3.6,Bakery & Sweets,3.6,13151
3485,2015-07-22,1,2,tropical fruit,7.8,Fresh Food,15.6,9224
4462,2015-06-07,7,2,citrus fruit,1.5,Fresh Food,3.0,12948
2544,2015-01-29,26,3,berries,10.8,Fresh Food,32.400000000000006,5745
2805,2015-08-30,58,1,ice cream,1.8,Frozen & Processed Food,1.8,6751
2969,2015-08-24,101,2,canned fish,2.1,Frozen & Processed Food,4.2,7339
3563,2015-11-25,2,1,whole milk,1.8,Dairy,1.8,9544
2683,2015-01-18,32,2,red/blush wine,12.2,Beverages,24.4,6267
3776,2015-07-18,38,3,soda,0.8,Beverages,2.4000000000000004,10357
1331,2015-11-29,22,3,root vegetables,1.8,Fresh Food,5.4,1204
1498,2015-05-28,51,2,dessert,1.15,Bakery & Sweets,2.3,1829
3890,2015-01-11,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10769
4559,2015-02-07,2,2,whole milk,1.8,Dairy,3.6,13308
2723,2015-01-31,136,1,dishes,6.8,Specialty & Seasonal,6.8,6425
2925,2015-12-11,154,2,cake bar,2.4,Bakery & Sweets,4.8,7174
3684,2015-02-15,14,3,chocolate,11.5,Bakery & Sweets,34.5,10004
1770,2015-11-19,71,1,shopping bags,5.12,Household & Hygiene,5.12,2831
3661,2015-06-17,11,3,butter,3.2,Dairy,9.600000000000001,9903
1044,2015-10-25,45,1,curd,9.8,Dairy,9.8,161
3031,2015-11-25,20,2,brown bread,0.8,Bakery & Sweets,1.6,7564
3028,2015-05-19,18,3,yogurt,2.2,Dairy,6.6000000000000005,7552
3035,2015-03-04,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,7578
3189,2015-11-23,12,1,fruit/vegetable juice,2.1,Beverages,2.1,8166
3766,2015-11-08,71,1,shopping bags,5.12,Household & Hygiene,5.12,10318
4540,2015-08-04,49,1,beverages,1.1,Beverages,1.1,13244
4362,2015-07-11,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,12582
4355,2015-11-21,50,2,bottled beer,1.8,Beverages,3.6,12557
1510,2015-10-25,38,1,soda,0.8,Beverages,0.8,1881
4299,2015-08-14,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12328
1982,2015-12-14,11,1,butter,3.2,Dairy,3.2,3658
3365,2015-08-13,104,2,cat food,11.2,Pet Care,22.4,8807
3653,2015-11-09,32,1,red/blush wine,12.2,Beverages,12.2,9876
1795,2015-04-03,2,2,whole milk,1.8,Dairy,3.6,2937
4693,2015-04-24,74,3,whipped/sour cream,5.5,Dairy,16.5,13837
4219,2015-10-16,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,12003
3636,2015-05-14,2,1,whole milk,1.8,Dairy,1.8,9818
1595,2015-04-11,38,3,soda,0.8,Beverages,2.4000000000000004,2168
3196,2015-05-05,2,1,whole milk,1.8,Dairy,1.8,8186
2657,2015-05-21,91,1,frozen dessert,2.8,Frozen & Processed Food,2.8,6174
4656,2015-10-14,40,3,grapes,9.4,Fresh Food,28.200000000000003,13672
4239,2015-02-11,26,3,berries,10.8,Fresh Food,32.400000000000006,12083
1510,2015-08-21,2,2,whole milk,1.8,Dairy,3.6,1880
3462,2015-01-21,150,3,nut snack,4.9,Snacks,14.700000000000001,9122
3794,2015-11-01,63,3,liquor (appetizer),11.2,Beverages,33.599999999999994,10427
1408,2015-03-01,38,1,soda,0.8,Beverages,0.8,1478
3686,2015-08-29,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10012
2273,2015-02-28,128,1,soft cheese,7.2,Dairy,7.2,4752
4693,2015-03-13,84,3,female sanitary products,2.5,Personal Care,7.5,13836
2597,2015-02-13,66,3,onions,1.3,Fresh Food,3.9000000000000004,5954
1551,2015-07-21,45,2,curd,9.8,Dairy,19.6,2013
2888,2015-01-08,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,7049
1631,2015-08-14,37,3,herbs,6.5,Fresh Food,19.5,2319
3564,2015-07-04,17,1,bottled water,0.5,Beverages,0.5,9547
4277,2015-11-25,40,1,grapes,9.4,Fresh Food,9.4,12235
4410,2015-10-12,80,2,salty snack,0.5,Snacks,1.0,12757
3455,2015-11-18,128,3,soft cheese,7.2,Dairy,21.6,9094
2467,2015-07-05,93,1,nuts/prunes,6.2,Fresh Food,6.2,5468
2235,2015-01-19,41,3,processed cheese,6.4,Dairy,19.200000000000003,4601
2145,2015-01-21,38,2,soda,0.8,Beverages,1.6,4268
3310,2015-03-08,40,1,grapes,9.4,Fresh Food,9.4,8609
2876,2015-09-19,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,7011
3736,2015-02-26,22,2,root vegetables,1.8,Fresh Food,3.6,10185
3402,2015-08-16,116,3,sauces,2.45,Pantry Staples,7.3500000000000005,8922
1397,2015-12-21,74,1,whipped/sour cream,5.5,Dairy,5.5,1447
3497,2015-08-15,83,1,white bread,0.3,Bakery & Sweets,0.3,9272
3044,2015-06-07,64,2,UHT-milk,2.1,Dairy,4.2,7615
1296,2015-11-23,18,2,yogurt,2.2,Dairy,4.4,1083
3999,2015-11-16,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11171
2492,2015-11-10,2,3,whole milk,1.8,Dairy,5.4,5550
1572,2015-09-21,65,3,candy,3.6,Bakery & Sweets,10.8,2085
4224,2015-01-29,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,12026
2352,2015-01-31,71,2,shopping bags,5.12,Household & Hygiene,10.24,5037
3609,2015-02-23,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,9726
4142,2015-11-17,49,3,beverages,1.1,Beverages,3.3000000000000003,11693
2736,2015-12-26,16,2,butter milk,6.1,Dairy,12.2,6471
2517,2015-03-20,69,3,domestic eggs,1.25,Fresh Food,3.75,5641
4999,2015-02-18,66,1,onions,1.3,Fresh Food,1.3,14958
4338,2015-03-24,62,1,pickled vegetables,2.7,Fresh Food,2.7,12497
2215,2015-11-26,60,2,cream cheese,6.3,Dairy,12.6,4526
2745,2015-04-21,4,1,other vegetables,0.8,Fresh Food,0.8,6506
2861,2015-03-12,1,2,tropical fruit,7.8,Fresh Food,15.6,6950
3553,2015-05-10,4,2,other vegetables,0.8,Fresh Food,1.6,9501
2993,2015-05-05,114,2,napkins,21.8,Household & Hygiene,43.6,7429
4365,2015-02-20,2,2,whole milk,1.8,Dairy,3.6,12596
2860,2015-12-20,158,1,flower (seeds),6.8,Household & Hygiene,6.8,6946
3760,2015-11-22,76,1,sliced cheese,4.2,Dairy,4.2,10288
2505,2015-04-22,2,1,whole milk,1.8,Dairy,1.8,5586
1485,2015-07-12,4,1,other vegetables,0.8,Fresh Food,0.8,1777
4608,2015-04-27,146,2,ketchup,1.25,Pantry Staples,2.5,13491
2873,2015-07-15,63,2,liquor (appetizer),11.2,Beverages,22.4,6999
4848,2015-07-07,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,14438
2550,2015-12-23,74,3,whipped/sour cream,5.5,Dairy,16.5,5776
2085,2015-04-22,65,3,candy,3.6,Bakery & Sweets,10.8,4063
2549,2015-08-24,38,3,soda,0.8,Beverages,2.4000000000000004,5769
1200,2015-08-08,22,1,root vegetables,1.8,Fresh Food,1.8,731
3463,2015-05-09,71,2,shopping bags,5.12,Household & Hygiene,10.24,9126
3583,2015-08-02,137,2,male cosmetics,10.6,Personal Care,21.2,9617
1276,2015-03-26,18,3,yogurt,2.2,Dairy,6.6000000000000005,994
2951,2015-12-22,69,3,domestic eggs,1.25,Fresh Food,3.75,7271
4970,2015-07-23,76,2,sliced cheese,4.2,Dairy,8.4,14873
1492,2015-01-20,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1805
3864,2015-08-26,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,10691
2506,2015-11-17,4,2,other vegetables,0.8,Fresh Food,1.6,5591
4285,2015-04-22,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,12260
4822,2015-02-26,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,14338
3588,2015-12-15,26,1,berries,10.8,Fresh Food,10.8,9640
2520,2015-12-06,38,3,soda,0.8,Beverages,2.4000000000000004,5658
1088,2015-01-14,26,1,berries,10.8,Fresh Food,10.8,317
1486,2015-09-23,8,2,beef,19.5,Fresh Food,39.0,1782
4080,2015-07-03,2,1,whole milk,1.8,Dairy,1.8,11441
3058,2015-07-27,11,2,butter,3.2,Dairy,6.4,7669
3133,2015-12-01,31,1,curd cheese,9.2,Dairy,9.2,7953
1731,2015-08-17,2,1,whole milk,1.8,Dairy,1.8,2668
2436,2015-02-17,70,1,margarine,3.5,Pantry Staples,3.5,5345
3452,2015-05-15,24,3,pastry,3.1,Bakery & Sweets,9.3,9087
2761,2015-01-11,103,3,semi-finished bread,1.1,Frozen & Processed Food,3.3000000000000003,6575
1705,2015-07-28,2,3,whole milk,1.8,Dairy,5.4,2575
3221,2015-04-01,26,3,berries,10.8,Fresh Food,32.400000000000006,8280
1384,2015-12-19,69,3,domestic eggs,1.25,Fresh Food,3.75,1403
4570,2015-08-22,1,1,tropical fruit,7.8,Fresh Food,7.8,13347
2506,2015-12-27,38,3,soda,0.8,Beverages,2.4000000000000004,5592
3380,2015-04-23,34,2,flour,2.1,Pantry Staples,4.2,8843
2765,2015-11-30,18,1,yogurt,2.2,Dairy,2.2,6596
4840,2015-06-05,74,1,whipped/sour cream,5.5,Dairy,5.5,14414
1685,2015-08-18,2,2,whole milk,1.8,Dairy,3.6,2512
2028,2015-03-01,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,3829
1125,2015-08-27,24,2,pastry,3.1,Bakery & Sweets,6.2,456
1054,2015-09-02,73,1,oil,3.4,Pantry Staples,3.4,205
4274,2015-01-23,4,1,other vegetables,0.8,Fresh Food,0.8,12222
2710,2015-10-14,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,6377
2699,2015-11-28,24,2,pastry,3.1,Bakery & Sweets,6.2,6332
1918,2015-09-29,16,3,butter milk,6.1,Dairy,18.299999999999997,3416
4936,2015-03-02,22,1,root vegetables,1.8,Fresh Food,1.8,14739
2535,2015-03-20,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5712
4495,2015-08-24,69,1,domestic eggs,1.25,Fresh Food,1.25,13065
4216,2015-02-24,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,11984
1515,2015-09-21,104,2,cat food,11.2,Pet Care,22.4,1898
2604,2015-01-26,83,1,white bread,0.3,Bakery & Sweets,0.3,5984
4820,2015-12-07,126,1,snack products,0.9,Snacks,0.9,14329
2340,2015-11-28,2,1,whole milk,1.8,Dairy,1.8,4989
2864,2015-03-13,1,2,tropical fruit,7.8,Fresh Food,15.6,6960
1366,2015-11-29,8,2,beef,19.5,Fresh Food,39.0,1338
3317,2015-06-29,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,8632
4218,2015-01-11,26,2,berries,10.8,Fresh Food,21.6,11998
3958,2015-11-04,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11029
1309,2015-04-01,151,3,cocoa drinks,2.1,Beverages,6.300000000000001,1129
1394,2015-05-24,50,2,bottled beer,1.8,Beverages,3.6,1436
4412,2015-05-04,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,12764
3649,2015-06-21,18,3,yogurt,2.2,Dairy,6.6000000000000005,9862
4805,2015-10-13,2,3,whole milk,1.8,Dairy,5.4,14270
1599,2015-04-20,2,1,whole milk,1.8,Dairy,1.8,2184
4321,2015-09-12,44,1,newspapers,3.2,Specialty & Seasonal,3.2,12425
3397,2015-02-20,45,2,curd,9.8,Dairy,19.6,8899
3767,2015-06-06,49,1,beverages,1.1,Beverages,1.1,10322
2781,2015-06-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,6651
3750,2015-05-17,45,3,curd,9.8,Dairy,29.400000000000002,10245
4574,2015-11-27,2,1,whole milk,1.8,Dairy,1.8,13367
4180,2015-04-01,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,11839
3897,2015-02-01,64,1,UHT-milk,2.1,Dairy,2.1,10796
4333,2015-07-01,128,3,soft cheese,7.2,Dairy,21.6,12469
3796,2015-06-06,50,2,bottled beer,1.8,Beverages,3.6,10432
2240,2015-05-18,25,2,canned beer,1.1,Beverages,2.2,4621
2967,2015-02-06,69,1,domestic eggs,1.25,Fresh Food,1.25,7336
2581,2015-12-14,27,1,coffee,8.5,Beverages,8.5,5892
1248,2015-12-15,2,1,whole milk,1.8,Dairy,1.8,914
3830,2015-10-18,27,1,coffee,8.5,Beverages,8.5,10556
3976,2015-05-08,66,1,onions,1.3,Fresh Food,1.3,11106
1842,2015-02-23,60,3,cream cheese,6.3,Dairy,18.9,3117
1626,2015-02-18,100,2,chewing gum,0.5,Specialty & Seasonal,1.0,2303
4059,2015-01-05,2,3,whole milk,1.8,Dairy,5.4,11363
2370,2015-09-12,14,2,chocolate,11.5,Bakery & Sweets,23.0,5110
4466,2015-09-03,18,3,yogurt,2.2,Dairy,6.6000000000000005,12965
2404,2015-02-10,18,3,yogurt,2.2,Dairy,6.6000000000000005,5231
3224,2015-03-14,71,3,shopping bags,5.12,Household & Hygiene,15.36,8290
1478,2015-02-12,17,1,bottled water,0.5,Beverages,0.5,1746
2229,2015-12-22,28,2,misc. beverages,1.2,Beverages,2.4,4573
4418,2015-10-04,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,12790
3571,2015-07-07,78,1,baking powder,1.8,Pantry Staples,1.8,9567
2234,2015-02-27,22,3,root vegetables,1.8,Fresh Food,5.4,4594
3416,2015-02-07,25,2,canned beer,1.1,Beverages,2.2,8970
3429,2015-06-29,22,2,root vegetables,1.8,Fresh Food,3.6,9014
1046,2015-06-24,17,2,bottled water,0.5,Beverages,1.0,166
4498,2015-04-19,14,2,chocolate,11.5,Bakery & Sweets,23.0,13074
2152,2015-09-03,139,1,whisky,28.5,Beverages,28.5,4295
1425,2015-03-18,20,1,brown bread,0.8,Bakery & Sweets,0.8,1546
3946,2015-11-19,44,2,newspapers,3.2,Specialty & Seasonal,6.4,10985
1009,2015-05-14,18,1,yogurt,2.2,Dairy,2.2,36
2825,2015-12-25,139,2,whisky,28.5,Beverages,57.0,6820
4592,2015-06-22,14,1,chocolate,11.5,Bakery & Sweets,11.5,13429
1449,2015-05-27,38,3,soda,0.8,Beverages,2.4000000000000004,1632
1837,2015-06-18,69,3,domestic eggs,1.25,Fresh Food,3.75,3100
4322,2015-10-31,14,2,chocolate,11.5,Bakery & Sweets,23.0,12429
2039,2015-06-18,73,2,oil,3.4,Pantry Staples,6.8,3866
3999,2015-05-19,12,1,fruit/vegetable juice,2.1,Beverages,2.1,11169
1183,2015-01-04,69,2,domestic eggs,1.25,Fresh Food,2.5,673
2441,2015-07-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5373
2739,2015-09-19,15,1,specialty bar,5.2,Bakery & Sweets,5.2,6482
3049,2015-02-05,18,2,yogurt,2.2,Dairy,4.4,7636
1697,2015-05-29,132,2,kitchen towels,4.83,Household & Hygiene,9.66,2553
4109,2015-08-24,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11558
3217,2015-03-20,60,3,cream cheese,6.3,Dairy,18.9,8262
4879,2015-10-12,18,3,yogurt,2.2,Dairy,6.6000000000000005,14564
3505,2015-10-11,69,2,domestic eggs,1.25,Fresh Food,2.5,9310
4292,2015-10-26,18,1,yogurt,2.2,Dairy,2.2,12290
4813,2015-08-04,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,14301
1379,2015-04-17,60,2,cream cheese,6.3,Dairy,12.6,1376
3410,2015-05-31,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,8948
4074,2015-09-10,34,1,flour,2.1,Pantry Staples,2.1,11413
3438,2015-01-04,115,1,waffles,2.5,Bakery & Sweets,2.5,9040
2919,2015-06-30,138,1,candles,2.7,Household & Hygiene,2.7,7150
1401,2015-05-29,38,1,soda,0.8,Beverages,0.8,1456
2074,2015-12-20,64,1,UHT-milk,2.1,Dairy,2.1,4026
4193,2015-08-30,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,11896
1195,2015-11-04,61,2,liquor,8.5,Beverages,17.0,713
4850,2015-07-15,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,14444
3255,2015-01-08,2,1,whole milk,1.8,Dairy,1.8,8403
2572,2015-05-27,52,3,dog food,12.6,Pet Care,37.8,5855
3803,2015-12-14,92,3,vinegar,1.5,Pantry Staples,4.5,10456
3342,2015-06-22,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,8713
3167,2015-08-20,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,8078
3517,2015-07-14,59,1,hard cheese,4.5,Dairy,4.5,9357
1391,2015-03-14,18,2,yogurt,2.2,Dairy,4.4,1425
2682,2015-01-20,2,2,whole milk,1.8,Dairy,3.6,6262
1363,2015-01-15,59,2,hard cheese,4.5,Dairy,9.0,1319
4849,2015-05-17,26,2,berries,10.8,Fresh Food,21.6,14442
3107,2015-11-16,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,7856
2171,2015-04-22,58,3,ice cream,1.8,Frozen & Processed Food,5.4,4368
2286,2015-06-19,114,2,napkins,21.8,Household & Hygiene,43.6,4787
1449,2015-10-03,1,1,tropical fruit,7.8,Fresh Food,7.8,1633
2192,2015-02-10,38,1,soda,0.8,Beverages,0.8,4440
1926,2015-05-29,20,2,brown bread,0.8,Bakery & Sweets,1.6,3451
1245,2015-12-04,71,2,shopping bags,5.12,Household & Hygiene,10.24,900
4034,2015-11-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11287
3719,2015-02-22,25,2,canned beer,1.1,Beverages,2.2,10125
1033,2015-06-15,115,2,waffles,2.5,Bakery & Sweets,5.0,126
1293,2015-10-26,79,1,specialty cheese,12.14,Dairy,12.14,1069
3737,2015-12-12,38,3,soda,0.8,Beverages,2.4000000000000004,10198
1114,2015-04-26,71,2,shopping bags,5.12,Household & Hygiene,10.24,415
2286,2015-12-04,4,2,other vegetables,0.8,Fresh Food,1.6,4789
1782,2015-09-13,18,2,yogurt,2.2,Dairy,4.4,2880
2837,2015-09-19,7,1,citrus fruit,1.5,Fresh Food,1.5,6863
2011,2015-12-23,138,1,candles,2.7,Household & Hygiene,2.7,3766
3067,2015-09-22,70,3,margarine,3.5,Pantry Staples,10.5,7704
3191,2015-12-30,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,8172
4161,2015-09-24,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,11767
2526,2015-10-16,18,3,yogurt,2.2,Dairy,6.6000000000000005,5686
1582,2015-07-08,70,1,margarine,3.5,Pantry Staples,3.5,2121
3663,2015-11-20,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9917
1237,2015-03-08,59,2,hard cheese,4.5,Dairy,9.0,867
2635,2015-09-17,15,1,specialty bar,5.2,Bakery & Sweets,5.2,6099
3034,2015-05-22,4,1,other vegetables,0.8,Fresh Food,0.8,7575
3005,2015-07-12,12,1,fruit/vegetable juice,2.1,Beverages,2.1,7467
2476,2015-07-30,25,2,canned beer,1.1,Beverages,2.2,5499
1052,2015-05-15,74,1,whipped/sour cream,5.5,Dairy,5.5,195
3781,2015-09-23,3,2,pip fruit,3.0,Fresh Food,6.0,10373
